Temps (s);Floor 1;Floor 2;Floor 3;Floor 4;Floor 5;Floor 6;Floor 7;Floor 8;Floor 9;Floor 10;Floor 11;Floor 12
73.675;-0.00021582;-0.00021582;-0.00111;-0.00172;-0.00077;0.00049;0.00099;0.00075;-0.00042;-0.00209;-0.00326;-0.00213
73.68;0.0001962;0.0001962;-0.00091;-0.00158;-0.00083;0.00042;0.00097;0.00071;-0.0005;-0.00216;-0.00324;-0.00239
73.685;0.00057879;0.00057879;-0.00071;-0.00142;-0.00088;0.00033;0.00093;0.00066;-0.00058;-0.00221;-0.0032;-0.00264
73.69;0.00130473;0.00130473;-0.00048;-0.00124;-0.00091;0.00022;0.00088;0.0006;-0.00066;-0.00225;-0.00316;-0.00287
73.695;0.00103986;0.00103986;-0.00023;-0.00104;-0.00093;0.00009;0.00081;0.00053;-0.00075;-0.00228;-0.00311;-0.00308
73.7;0.00003924;0.00003924;0.00001;-0.00082;-0.00092;-0.00004;0.00072;0.00045;-0.00084;-0.0023;-0.00305;-0.00328
73.705;0.00104967;0.00104967;0.00022;-0.00059;-0.00089;-0.00018;0.0006;0.00035;-0.00093;-0.0023;-0.003;-0.00346
73.71;0.00103005;0.00103005;0.00044;-0.00035;-0.00084;-0.00031;0.00046;0.00024;-0.00101;-0.00228;-0.00294;-0.00363
73.715;0.0002943;0.0002943;0.00063;-0.00012;-0.00076;-0.00043;0.00029;0.00012;-0.00109;-0.00226;-0.00289;-0.00378
73.72;0.0012753;0.0012753;0.0008;0.00011;-0.00066;-0.00054;0.0001;-0.00002;-0.00116;-0.00222;-0.00284;-0.00392
73.725;0.001962;0.001962;0.00098;0.00032;-0.00055;-0.00063;-0.00011;-0.00017;-0.00122;-0.00217;-0.00279;-0.00404
73.73;0.00109872;0.00109872;0.00116;0.00052;-0.00041;-0.0007;-0.00033;-0.00035;-0.00128;-0.00212;-0.00275;-0.00415
73.735;0.00086328;0.00086328;0.00131;0.0007;-0.00027;-0.00074;-0.00056;-0.00054;-0.00132;-0.00206;-0.00271;-0.00425
73.74;0.00193257;0.00193257;0.00145;0.00087;-0.00012;-0.00077;-0.00079;-0.00075;-0.00136;-0.002;-0.00267;-0.00434
73.745;0.00106929;0.00106929;0.00157;0.00102;0.00004;-0.00078;-0.00101;-0.00098;-0.00139;-0.00194;-0.00263;-0.00442
73.75;0.0010791;0.0010791;0.00166;0.00117;0.00019;-0.00077;-0.00123;-0.00121;-0.00143;-0.00187;-0.00259;-0.0045
73.755;0.00202086;0.00202086;0.00174;0.00131;0.00034;-0.00075;-0.00142;-0.00145;-0.00146;-0.0018;-0.00256;-0.00457
73.76;0.00136359;0.00136359;0.00181;0.00143;0.00049;-0.00072;-0.00159;-0.00169;-0.0015;-0.00174;-0.00252;-0.00464
73.765;0.001962;0.001962;0.00187;0.00155;0.00062;-0.00068;-0.00174;-0.00192;-0.00156;-0.00168;-0.00248;-0.00471
73.77;0.00134397;0.00134397;0.00191;0.00165;0.00075;-0.00063;-0.00187;-0.00214;-0.00162;-0.00162;-0.00244;-0.00479
73.775;0.00120663;0.00120663;0.00193;0.00174;0.00086;-0.00058;-0.00196;-0.00234;-0.0017;-0.00158;-0.0024;-0.00486
73.78;0.00242307;0.00242307;0.00195;0.00181;0.00096;-0.00053;-0.00203;-0.00252;-0.00179;-0.00154;-0.00236;-0.00492
73.785;0.00233478;0.00233478;0.002;0.00187;0.00105;-0.00048;-0.00207;-0.00267;-0.0019;-0.00151;-0.00231;-0.00499
73.79;0.00249174;0.00249174;0.00206;0.0019;0.00112;-0.00044;-0.00209;-0.00278;-0.00201;-0.0015;-0.00227;-0.00505
73.795;0.00223668;0.00223668;0.00214;0.00192;0.00117;-0.00039;-0.00209;-0.00287;-0.00213;-0.00151;-0.00222;-0.0051
73.8;0.00231516;0.00231516;0.00221;0.00193;0.0012;-0.00035;-0.00206;-0.00293;-0.00226;-0.00153;-0.00217;-0.00515
73.805;0.00160884;0.00160884;0.00227;0.00195;0.00121;-0.0003;-0.00201;-0.00296;-0.00238;-0.00158;-0.00212;-0.00519
73.81;0.0010791;0.0010791;0.00228;0.00197;0.0012;-0.00026;-0.00195;-0.00296;-0.0025;-0.00165;-0.00208;-0.00522
73.815;0.0017658;0.0017658;0.00226;0.00199;0.00118;-0.00023;-0.00187;-0.00294;-0.0026;-0.00173;-0.00204;-0.00524
73.82;0.0012753;0.0012753;0.00221;0.00201;0.00114;-0.00019;-0.00178;-0.00289;-0.0027;-0.00183;-0.00201;-0.00523
73.825;0.00103005;0.00103005;0.00212;0.00202;0.00111;-0.00017;-0.00168;-0.00283;-0.00278;-0.00195;-0.00199;-0.0052
73.83;0.00114777;0.00114777;0.002;0.00202;0.00107;-0.00014;-0.00157;-0.00274;-0.00284;-0.00208;-0.00199;-0.00515
73.835;0.00160884;0.00160884;0.00187;0.00198;0.00103;-0.00012;-0.00145;-0.00264;-0.00289;-0.00221;-0.002;-0.00508
73.84;0.00171675;0.00171675;0.00176;0.0019;0.001;-0.0001;-0.00133;-0.00253;-0.00291;-0.00234;-0.00204;-0.00498
73.845;0.00099081;0.00099081;0.00164;0.00179;0.00097;-0.00008;-0.00121;-0.0024;-0.00292;-0.00246;-0.0021;-0.00485
73.85;0.00085347;0.00085347;0.00152;0.00166;0.00094;-0.00006;-0.0011;-0.00227;-0.00291;-0.00259;-0.00219;-0.0047
73.855;0.00066708;0.00066708;0.00138;0.00151;0.00091;-0.00002;-0.00099;-0.00213;-0.00288;-0.0027;-0.0023;-0.00452
73.86;0.00047088;0.00047088;0.00122;0.00135;0.00088;0.00002;-0.00088;-0.00199;-0.00284;-0.0028;-0.00243;-0.00433
73.865;0.00066708;0.00066708;0.00105;0.00118;0.00084;0.00007;-0.00078;-0.00185;-0.00278;-0.00289;-0.00258;-0.00412
73.87;0.00054936;0.00054936;0.00088;0.00101;0.00079;0.00013;-0.00068;-0.00171;-0.00271;-0.00297;-0.00274;-0.0039
73.875;0.00000199143;0.00000199143;0.00069;0.00083;0.00073;0.00019;-0.00058;-0.00157;-0.00263;-0.00304;-0.00292;-0.00366
73.88;0.00036297;0.00036297;0.00049;0.00065;0.00066;0.00025;-0.00048;-0.00144;-0.00254;-0.0031;-0.00311;-0.00342
73.885;0.00057879;0.00057879;0.00029;0.00047;0.00059;0.00031;-0.00038;-0.00131;-0.00243;-0.00316;-0.0033;-0.00318
73.89;-0.00017658;-0.00017658;0.00011;0.00029;0.00051;0.00036;-0.00027;-0.00119;-0.00232;-0.0032;-0.00349;-0.00294
73.895;-0.00014715;-0.00014715;-0.00008;0.00012;0.00043;0.0004;-0.00016;-0.00107;-0.00221;-0.00324;-0.00368;-0.00272
73.9;-0.00021582;-0.00021582;-0.00027;-0.00005;0.00034;0.00043;-0.00006;-0.00095;-0.0021;-0.00327;-0.00385;-0.00251
73.905;0.00031392;0.00031392;-0.00043;-0.00021;0.00024;0.00045;0.00005;-0.00083;-0.002;-0.0033;-0.00401;-0.00231
73.91;0.00076518;0.00076518;-0.00055;-0.00037;0.00015;0.00045;0.00015;-0.0007;-0.00189;-0.00333;-0.00415;-0.00214
73.915;-0.00032373;-0.00032373;-0.00063;-0.00054;0.00006;0.00044;0.00025;-0.00058;-0.0018;-0.00335;-0.00426;-0.00199
73.92;-0.00093195;-0.00093195;-0.00072;-0.00068;-0.00005;0.00042;0.00033;-0.00045;-0.00171;-0.00337;-0.00436;-0.00186
73.925;-0.00055917;-0.00055917;-0.00082;-0.00079;-0.00016;0.00039;0.0004;-0.00032;-0.00163;-0.00339;-0.00443;-0.00175
73.93;0.00014715;0.00014715;-0.0009;-0.0009;-0.00026;0.00034;0.00046;-0.00019;-0.00156;-0.00341;-0.00447;-0.00167
73.935;0.00018639;0.00018639;-0.00094;-0.00099;-0.00037;0.00029;0.00051;-0.00007;-0.0015;-0.00342;-0.00449;-0.00162
73.94;0.00013734;0.00013734;-0.00094;-0.00107;-0.00048;0.00022;0.00054;0.00005;-0.00145;-0.00342;-0.00447;-0.00158
73.945;0.00075537;0.00075537;-0.00091;-0.00114;-0.00058;0.00015;0.00056;0.00016;-0.0014;-0.00342;-0.00444;-0.00157
73.95;0.00093195;0.00093195;-0.00083;-0.0012;-0.00068;0.00007;0.00057;0.00025;-0.00135;-0.00341;-0.00438;-0.00158
73.955;0.00079461;0.00079461;-0.0007;-0.00124;-0.00078;-0.00002;0.00056;0.00033;-0.00131;-0.00339;-0.0043;-0.0016
73.96;0.0005886;0.0005886;-0.00056;-0.00126;-0.00088;-0.00011;0.00054;0.00038;-0.00127;-0.00335;-0.0042;-0.00163
73.965;0.00042183;0.00042183;-0.00042;-0.00125;-0.00097;-0.00021;0.0005;0.00041;-0.00123;-0.0033;-0.00408;-0.00167
73.97;0.00031392;0.00031392;-0.00029;-0.0012;-0.00106;-0.00031;0.00045;0.00042;-0.0012;-0.00323;-0.00396;-0.00172
73.975;0.00021582;0.00021582;-0.00019;-0.00112;-0.00114;-0.00041;0.00038;0.0004;-0.00117;-0.00314;-0.00382;-0.00178
73.98;0.00072594;0.00072594;-0.0001;-0.00102;-0.00121;-0.00051;0.0003;0.00036;-0.00114;-0.00303;-0.00367;-0.00185
73.985;-0.00010791;-0.00010791;-0.00004;-0.0009;-0.00126;-0.00062;0.00021;0.0003;-0.00111;-0.00291;-0.00352;-0.00192
73.99;0.00023544;0.00023544;-0.000001363;-0.00078;-0.00128;-0.00072;0.0001;0.00021;-0.00108;-0.00276;-0.00336;-0.002
73.995;0.0013734;0.0013734;0.00004;-0.00066;-0.00128;-0.00083;-0.00003;0.0001;-0.00106;-0.0026;-0.00319;-0.00208
74;-0.00036297;-0.00036297;0.00008;-0.00055;-0.00125;-0.00093;-0.00018;-0.00002;-0.00104;-0.00243;-0.00302;-0.00216
74.005;-0.00077499;-0.00077499;0.00007;-0.00045;-0.00121;-0.00102;-0.00034;-0.00017;-0.00102;-0.00224;-0.00284;-0.00225
74.01;-0.00110853;-0.00110853;0.00001;-0.00035;-0.00114;-0.00111;-0.00052;-0.00032;-0.00101;-0.00205;-0.00266;-0.00234
74.015;-0.0011772;-0.0011772;-0.00009;-0.00026;-0.00105;-0.00117;-0.00071;-0.00049;-0.00099;-0.00185;-0.00247;-0.00244
74.02;0.00017658;0.00017658;-0.0002;-0.00021;-0.00095;-0.00123;-0.00091;-0.00067;-0.00098;-0.00165;-0.00227;-0.00254
74.025;-0.00086328;-0.00086328;-0.0003;-0.00018;-0.00083;-0.00126;-0.00111;-0.00086;-0.00098;-0.00145;-0.00207;-0.00264
74.03;-0.00158922;-0.00158922;-0.00042;-0.00017;-0.00072;-0.00128;-0.00132;-0.00105;-0.00097;-0.00126;-0.00186;-0.00274
74.035;-0.00112815;-0.00112815;-0.00056;-0.00018;-0.0006;-0.00129;-0.00151;-0.00125;-0.00098;-0.00107;-0.00164;-0.00285
74.04;-0.00083385;-0.00083385;-0.00069;-0.00022;-0.00049;-0.00128;-0.00169;-0.00145;-0.00098;-0.00089;-0.00142;-0.00296
74.045;-0.00011772;-0.00011772;-0.00078;-0.00028;-0.0004;-0.00125;-0.00185;-0.00164;-0.001;-0.00071;-0.0012;-0.00307
74.05;-0.00018639;-0.00018639;-0.00082;-0.00036;-0.00032;-0.00121;-0.00199;-0.00183;-0.00102;-0.00055;-0.00097;-0.00317
74.055;-0.00026487;-0.00026487;-0.00082;-0.00046;-0.00026;-0.00117;-0.00211;-0.00201;-0.00105;-0.0004;-0.00074;-0.00327
74.06;-0.00093195;-0.00093195;-0.00081;-0.00054;-0.00024;-0.00113;-0.00219;-0.00217;-0.00109;-0.00025;-0.00052;-0.00336
74.065;-0.00093195;-0.00093195;-0.0008;-0.00061;-0.00025;-0.00109;-0.00224;-0.00232;-0.00113;-0.00012;-0.00031;-0.00344
74.07;0.00005886;0.00005886;-0.00077;-0.00066;-0.00028;-0.00105;-0.00227;-0.00245;-0.00119;-0.00001;-0.0001;-0.00351
74.075;-0.00136359;-0.00136359;-0.00074;-0.00069;-0.00034;-0.00102;-0.00227;-0.00255;-0.00125;0.0001;0.0001;-0.00357
74.08;-0.00069651;-0.00069651;-0.00073;-0.0007;-0.00043;-0.00101;-0.00224;-0.00262;-0.00132;0.00019;0.00029;-0.00361
74.085;0.0000981;0.0000981;-0.00071;-0.00069;-0.00053;-0.00102;-0.00219;-0.00267;-0.00139;0.00026;0.00046;-0.00362
74.09;-0.00083385;-0.00083385;-0.00067;-0.00068;-0.00064;-0.00105;-0.00212;-0.00268;-0.00145;0.00032;0.00062;-0.00362
74.095;-0.00052974;-0.00052974;-0.00063;-0.00067;-0.00075;-0.0011;-0.00205;-0.00266;-0.00151;0.00036;0.00076;-0.00359
74.1;-0.00064746;-0.00064746;-0.0006;-0.00066;-0.00086;-0.00116;-0.00197;-0.00261;-0.00156;0.00038;0.00087;-0.00354
74.105;-0.00018639;-0.00018639;-0.00056;-0.00065;-0.00096;-0.00124;-0.00189;-0.00253;-0.00158;0.00038;0.00096;-0.00346
74.11;-0.00059841;-0.00059841;-0.00051;-0.00066;-0.00106;-0.00132;-0.00182;-0.00243;-0.00159;0.00037;0.00103;-0.00335
74.115;-0.00122625;-0.00122625;-0.00049;-0.00067;-0.00115;-0.00141;-0.00176;-0.0023;-0.00158;0.00034;0.00107;-0.00321
74.12;-0.00162846;-0.00162846;-0.00051;-0.00069;-0.00123;-0.0015;-0.00172;-0.00215;-0.00154;0.0003;0.00108;-0.00305
74.125;-0.00153036;-0.00153036;-0.00057;-0.00071;-0.00131;-0.00158;-0.00169;-0.002;-0.00148;0.00024;0.00106;-0.00286
74.13;-0.00060822;-0.00060822;-0.00064;-0.00074;-0.00137;-0.00166;-0.00167;-0.00183;-0.00139;0.00018;0.00102;-0.00265
74.135;-0.00089271;-0.00089271;-0.00072;-0.0008;-0.00142;-0.00172;-0.00166;-0.00167;-0.00127;0.00011;0.00095;-0.00241
74.14;-0.0008829;-0.0008829;-0.00079;-0.00088;-0.00146;-0.00177;-0.00166;-0.0015;-0.00114;0.00004;0.00085;-0.00215
74.145;-0.00051012;-0.00051012;-0.00086;-0.00097;-0.0015;-0.00181;-0.00165;-0.00134;-0.00099;-0.00002;0.00073;-0.00188
74.15;-0.00095157;-0.00095157;-0.00091;-0.00109;-0.00153;-0.00184;-0.00165;-0.0012;-0.00083;-0.00008;0.00058;-0.0016
74.155;-0.00143226;-0.00143226;-0.00099;-0.0012;-0.00157;-0.00185;-0.00164;-0.00106;-0.00066;-0.00014;0.00041;-0.00131
74.16;-0.00085347;-0.00085347;-0.00108;-0.00132;-0.00161;-0.00185;-0.00162;-0.00093;-0.0005;-0.00018;0.00023;-0.00102
74.165;-0.00077499;-0.00077499;-0.00116;-0.00143;-0.00165;-0.00183;-0.00159;-0.00082;-0.00034;-0.00021;0.00004;-0.00074
74.17;-0.00090252;-0.00090252;-0.00123;-0.00155;-0.00169;-0.00181;-0.00154;-0.00071;-0.00019;-0.00024;-0.00016;-0.00047
74.175;-0.00048069;-0.00048069;-0.0013;-0.00166;-0.00174;-0.00179;-0.00148;-0.00061;-0.00006;-0.00025;-0.00035;-0.00022
74.18;-0.00077499;-0.00077499;-0.00135;-0.00176;-0.0018;-0.00175;-0.00141;-0.00052;0.00005;-0.00026;-0.00054;0.00001
74.185;-0.00053955;-0.00053955;-0.0014;-0.00185;-0.00186;-0.00172;-0.00132;-0.00044;0.00014;-0.00027;-0.00072;0.00021
74.19;-0.00042183;-0.00042183;-0.00143;-0.00193;-0.00192;-0.00168;-0.00122;-0.00036;0.00021;-0.00028;-0.00089;0.00037
74.195;-0.00075537;-0.00075537;-0.00145;-0.002;-0.00198;-0.00165;-0.00112;-0.00028;0.00026;-0.0003;-0.00103;0.0005
74.2;0.0004905;0.0004905;-0.00144;-0.00206;-0.00203;-0.00161;-0.00101;-0.0002;0.00029;-0.00032;-0.00114;0.00059
74.205;0.00071613;0.00071613;-0.00137;-0.00212;-0.00208;-0.00158;-0.0009;-0.00012;0.0003;-0.00035;-0.00123;0.00065
74.21;-0.0000981;-0.0000981;-0.00128;-0.00216;-0.00213;-0.00155;-0.00079;-0.00004;0.00029;-0.00039;-0.00129;0.00066
74.215;0.00015696;0.00015696;-0.00119;-0.00218;-0.00217;-0.00152;-0.00069;0.00003;0.00026;-0.00044;-0.00132;0.00064
74.22;0.0005886;0.0005886;-0.00108;-0.00217;-0.0022;-0.00149;-0.00059;0.0001;0.00022;-0.0005;-0.00133;0.00059
74.225;0.00085347;0.00085347;-0.00095;-0.00214;-0.00221;-0.00146;-0.00051;0.00017;0.00017;-0.00057;-0.00131;0.00051
74.23;0.00015696;0.00015696;-0.00082;-0.00208;-0.00222;-0.00144;-0.00043;0.00022;0.00011;-0.00065;-0.00127;0.00041
74.235;0.00104967;0.00104967;-0.00069;-0.002;-0.00221;-0.00141;-0.00037;0.00026;0.00004;-0.00072;-0.00121;0.00029
74.24;0.00106929;0.00106929;-0.00056;-0.00189;-0.00218;-0.00138;-0.00032;0.00029;-0.00003;-0.00079;-0.00114;0.00017
74.245;-0.00015696;-0.00015696;-0.00044;-0.00176;-0.00213;-0.00136;-0.00029;0.00031;-0.00011;-0.00086;-0.00107;0.00004
74.25;0.00096138;0.00096138;-0.00034;-0.00161;-0.00206;-0.00133;-0.00027;0.0003;-0.00018;-0.00091;-0.00099;-0.00009
74.255;0.00086328;0.00086328;-0.00025;-0.00144;-0.00196;-0.0013;-0.00026;0.00028;-0.00026;-0.00095;-0.00092;-0.0002
74.26;0.00055917;0.00055917;-0.00016;-0.00126;-0.00184;-0.00127;-0.00027;0.00023;-0.00033;-0.00098;-0.00085;-0.0003
74.265;0.00056898;0.00056898;-0.00009;-0.00108;-0.0017;-0.00123;-0.00029;0.00017;-0.00041;-0.00098;-0.0008;-0.00039
74.27;0.00056898;0.00056898;-0.00003;-0.0009;-0.00154;-0.00118;-0.00033;0.00008;-0.00048;-0.00097;-0.00075;-0.00045
74.275;0.00114777;0.00114777;0.00004;-0.00073;-0.00135;-0.00112;-0.00038;-0.00002;-0.00054;-0.00095;-0.00071;-0.00048
74.28;-0.00013734;-0.00013734;0.0001;-0.00056;-0.00115;-0.00105;-0.00044;-0.00014;-0.0006;-0.00091;-0.00068;-0.00049
74.285;-0.00040221;-0.00040221;0.00012;-0.00038;-0.00094;-0.00097;-0.00051;-0.00028;-0.00065;-0.00086;-0.00066;-0.00047
74.29;0.00096138;0.00096138;0.00014;-0.00021;-0.00072;-0.00087;-0.00058;-0.00043;-0.0007;-0.00081;-0.00064;-0.00042
74.295;0.00050031;0.00050031;0.00017;-0.00006;-0.00049;-0.00076;-0.00066;-0.00058;-0.00074;-0.00075;-0.00063;-0.00035
74.3;0.00040221;0.00040221;0.00022;0.00008;-0.00027;-0.00064;-0.00074;-0.00074;-0.00078;-0.00069;-0.00062;-0.00025
74.305;0.00032373;0.00032373;0.00026;0.00021;-0.00004;-0.0005;-0.00081;-0.00091;-0.00081;-0.00063;-0.00061;-0.00012
74.31;-0.00041202;-0.00041202;0.00029;0.00035;0.00017;-0.00037;-0.00088;-0.00106;-0.00085;-0.00058;-0.00059;0.00002
74.315;-0.00008829;-0.00008829;0.00031;0.00048;0.00037;-0.00023;-0.00093;-0.00121;-0.00088;-0.00054;-0.00057;0.00019
74.32;-0.00018639;-0.00018639;0.00032;0.00061;0.00056;-0.0001;-0.00097;-0.00135;-0.00092;-0.00051;-0.00054;0.00037
74.325;-0.00085347;-0.00085347;0.00031;0.00074;0.00074;0.00003;-0.001;-0.00146;-0.00096;-0.0005;-0.0005;0.00057
74.33;-0.00163827;-0.00163827;0.00026;0.00086;0.00089;0.00015;-0.00101;-0.00156;-0.00101;-0.00049;-0.00045;0.00078
74.335;-0.00105948;-0.00105948;0.00018;0.00099;0.00104;0.00026;-0.00099;-0.00164;-0.00107;-0.0005;-0.00039;0.001
74.34;-0.00051993;-0.00051993;0.00011;0.0011;0.00117;0.00036;-0.00096;-0.00169;-0.00113;-0.00052;-0.00032;0.00122
74.345;-0.00120663;-0.00120663;0.00005;0.00118;0.00129;0.00044;-0.00091;-0.00171;-0.0012;-0.00056;-0.00023;0.00144
74.35;-0.00092214;-0.00092214;-0.00001;0.00123;0.0014;0.00052;-0.00085;-0.00171;-0.00128;-0.00061;-0.00015;0.00166
74.355;-0.001962;-0.001962;-0.00007;0.00126;0.00149;0.00059;-0.00077;-0.00169;-0.00136;-0.00066;-0.00005;0.00189
74.36;-0.00291357;-0.00291357;-0.00016;0.00127;0.00156;0.00065;-0.00068;-0.00164;-0.00143;-0.00073;0.00004;0.0021
74.365;-0.00100062;-0.00100062;-0.00025;0.00126;0.0016;0.00071;-0.00058;-0.00157;-0.00151;-0.00079;0.00014;0.00231
74.37;-0.00086328;-0.00086328;-0.00031;0.00122;0.00163;0.00077;-0.00047;-0.00148;-0.00157;-0.00086;0.00023;0.00251
74.375;-0.00169713;-0.00169713;-0.00033;0.00115;0.00164;0.00083;-0.00036;-0.00138;-0.00162;-0.00093;0.00032;0.00269
74.38;-0.00051993;-0.00051993;-0.00034;0.00105;0.00162;0.00089;-0.00024;-0.00127;-0.00166;-0.001;0.00039;0.00286
74.385;-0.00129492;-0.00129492;-0.00031;0.00094;0.00158;0.00096;-0.00011;-0.00116;-0.00169;-0.00106;0.00046;0.00301
74.39;-0.00193257;-0.00193257;-0.00029;0.00083;0.00151;0.00102;0.00002;-0.00105;-0.00169;-0.00111;0.00052;0.00314
74.395;-0.0004905;-0.0004905;-0.00027;0.00072;0.00142;0.00108;0.00015;-0.00093;-0.00168;-0.00115;0.00056;0.00324
74.4;-0.00063765;-0.00063765;-0.00023;0.00061;0.00132;0.00113;0.00029;-0.00081;-0.00164;-0.00117;0.00058;0.00332
74.405;-0.00035316;-0.00035316;-0.00017;0.0005;0.00119;0.00116;0.00042;-0.00069;-0.00159;-0.00118;0.00059;0.00338
74.41;0.0004905;0.0004905;-0.00009;0.0004;0.00106;0.00119;0.00055;-0.00057;-0.00151;-0.00118;0.00058;0.0034
74.415;0.00012753;0.00012753;0.00001;0.0003;0.00092;0.00119;0.00067;-0.00045;-0.00142;-0.00115;0.00055;0.0034
74.42;0.00074556;0.00074556;0.00013;0.00022;0.00078;0.00118;0.00079;-0.00033;-0.00131;-0.00111;0.0005;0.00337
74.425;0.00054936;0.00054936;0.00026;0.00015;0.00064;0.00115;0.00089;-0.0002;-0.00118;-0.00105;0.00045;0.0033
74.43;0.00007848;0.00007848;0.00038;0.0001;0.0005;0.0011;0.00097;-0.00007;-0.00104;-0.00097;0.00038;0.0032
74.435;0.00142245;0.00142245;0.00048;0.00008;0.00037;0.00103;0.00103;0.00007;-0.00088;-0.00088;0.0003;0.00306
74.44;0.00141264;0.00141264;0.0006;0.00007;0.00025;0.00094;0.00107;0.00021;-0.00071;-0.00078;0.00022;0.0029
74.445;0.00112815;0.00112815;0.00072;0.00008;0.00014;0.00084;0.00108;0.00036;-0.00053;-0.00067;0.00013;0.0027
74.45;0.00097119;0.00097119;0.00081;0.0001;0.00005;0.00072;0.00108;0.00051;-0.00033;-0.00055;0.00004;0.00247
74.455;0.00057879;0.00057879;0.00087;0.00015;-0.00003;0.0006;0.00105;0.00065;-0.00013;-0.00044;-0.00004;0.00221
74.46;0.00115758;0.00115758;0.00089;0.00021;-0.00008;0.00047;0.001;0.00079;0.00009;-0.00032;-0.00011;0.00192
74.465;0.00093195;0.00093195;0.0009;0.00028;-0.00012;0.00034;0.00094;0.00092;0.00031;-0.00019;-0.00018;0.00162
74.47;0.00070632;0.00070632;0.00089;0.00034;-0.00015;0.00022;0.00086;0.00105;0.00053;-0.00007;-0.00024;0.00129
74.475;0.00129492;0.00129492;0.00087;0.0004;-0.00015;0.0001;0.00078;0.00116;0.00075;0.00006;-0.00029;0.00095
74.48;0.00084366;0.00084366;0.00084;0.00045;-0.00014;-0.00001;0.00069;0.00125;0.00097;0.00019;-0.00033;0.0006
74.485;0.00059841;0.00059841;0.0008;0.00048;-0.00012;-0.00011;0.00059;0.00133;0.00117;0.00032;-0.00036;0.00024
74.49;0.00109872;0.00109872;0.00076;0.00049;-0.00008;-0.00018;0.0005;0.0014;0.00137;0.00046;-0.00038;-0.00012
74.495;-0.00026487;-0.00026487;0.00071;0.0005;-0.00005;-0.00024;0.00042;0.00144;0.00155;0.0006;-0.00039;-0.00047
74.5;-0.00028449;-0.00028449;0.00061;0.0005;-0.00001;-0.00027;0.00034;0.00147;0.00171;0.00074;-0.00039;-0.00081
74.505;0.00044145;0.00044145;0.0005;0.00049;0.00003;-0.00028;0.00028;0.00148;0.00185;0.00089;-0.00037;-0.00114
74.51;-0.00067689;-0.00067689;0.00038;0.00046;0.00006;-0.00027;0.00024;0.00148;0.00196;0.00104;-0.00034;-0.00145
74.515;-0.00043164;-0.00043164;0.00023;0.00043;0.00009;-0.00024;0.00021;0.00146;0.00205;0.00119;-0.0003;-0.00174
74.52;-0.00045126;-0.00045126;0.00008;0.00038;0.00012;-0.00019;0.00021;0.00143;0.00212;0.00133;-0.00024;-0.002
74.525;-0.00089271;-0.00089271;-0.00008;0.00032;0.00015;-0.00012;0.00022;0.00139;0.00216;0.00147;-0.00018;-0.00223
74.53;-0.00084366;-0.00084366;-0.00024;0.00024;0.00017;-0.00005;0.00025;0.00134;0.00217;0.0016;-0.00009;-0.00243
74.535;-0.00118701;-0.00118701;-0.00041;0.00015;0.00019;0.00003;0.0003;0.00129;0.00217;0.00172;0.000004709;-0.00259
74.54;-0.00134397;-0.00134397;-0.00058;0.00005;0.0002;0.00012;0.00036;0.00124;0.00214;0.00182;0.00011;-0.00271
74.545;-0.00140283;-0.00140283;-0.00075;-0.00007;0.00021;0.00021;0.00043;0.0012;0.0021;0.00191;0.00024;-0.00279
74.55;-0.00108891;-0.00108891;-0.0009;-0.00019;0.00021;0.00031;0.00051;0.00116;0.00205;0.00197;0.00037;-0.00283
74.555;-0.00168732;-0.00168732;-0.00105;-0.00032;0.00021;0.0004;0.00059;0.00112;0.00198;0.00202;0.00052;-0.00283
74.56;-0.00212877;-0.00212877;-0.0012;-0.00045;0.0002;0.00049;0.00068;0.0011;0.00191;0.00205;0.00067;-0.00279
74.565;-0.00123606;-0.00123606;-0.00134;-0.00057;0.00018;0.00057;0.00076;0.00109;0.00183;0.00206;0.00083;-0.0027
74.57;-0.00103005;-0.00103005;-0.00144;-0.0007;0.00017;0.00065;0.00084;0.00109;0.00175;0.00205;0.00099;-0.00256
74.575;-0.00071613;-0.00071613;-0.00149;-0.00083;0.00014;0.00072;0.00092;0.0011;0.00167;0.00202;0.00115;-0.00238
74.58;-0.0003924;-0.0003924;-0.00149;-0.00095;0.00011;0.00077;0.001;0.00111;0.00159;0.00199;0.0013;-0.00217
74.585;-0.00062784;-0.00062784;-0.00145;-0.00106;0.00007;0.00082;0.00106;0.00114;0.00152;0.00194;0.00145;-0.00191
74.59;-0.00073575;-0.00073575;-0.00138;-0.00114;0.00002;0.00085;0.00112;0.00117;0.00145;0.00189;0.00158;-0.00161
74.595;-0.00099081;-0.00099081;-0.0013;-0.00119;-0.00003;0.00086;0.00118;0.0012;0.0014;0.00183;0.00171;-0.00129
74.6;-0.00053955;-0.00053955;-0.00121;-0.00121;-0.0001;0.00086;0.00122;0.00124;0.00135;0.00178;0.00181;-0.00093
74.605;0.00028449;0.00028449;-0.0011;-0.00119;-0.00016;0.00084;0.00126;0.00127;0.00131;0.00173;0.00191;-0.00055
74.61;-0.00025506;-0.00025506;-0.00096;-0.00114;-0.00023;0.0008;0.00129;0.0013;0.00128;0.00168;0.00198;-0.00016
74.615;0.00002943;0.00002943;-0.00082;-0.00106;-0.00029;0.00075;0.0013;0.00133;0.00126;0.00164;0.00204;0.00025
